LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,CLASSTYPE,LONG_COMMON_NAME
100154-4,Collection supervision level,Finding,Point in time (spot),Specimen,Nom,"",Specimen information,1,Specimen collection supervision level
100155-1,Analysis method,Type,Point in time (spot),Left cornea,Nom,Specular microscopy,EYE.SPECULAR MICROSCOPY,2,Left cornea Type of Analysis method by Specular microscopy
10015-6,R' wave amplitude.lead III,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead III
100156-9,SARS-CoV-2 (COVID-19) variant,Type,Point in time (spot),XXX,Nom,Probe.amp.tar,Microbiology,1,SARS-CoV-2 (COVID-19) variant [Type] in Specimen by NAA with probe detection
100157-7,SARS-CoV-2 (COVID-19) lineage,Type,Point in time (spot),XXX,Nom,Sequencing,Microbiology,1,SARS-CoV-2 (COVID-19) lineage [Type] in Specimen by Sequencing
10016-4,R' wave amplitude.lead V1,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V1
1001-7,DBG Ab,Presence or Threshold,Point in time (spot),Serum or Plasma^Donor,Ord,"",Blood bank,1,DBG Ab [Presence] in Serum or Plasma from Donor
10017-2,R' wave amplitude.lead V2,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V2
10018-0,R' wave amplitude.lead V3,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V3
10019-8,R' wave amplitude.lead V4,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V4
10020-6,R' wave amplitude.lead V5,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V5
10021-4,R' wave amplitude.lead V6,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave amplitude in lead V6
10022-2,R' wave duration.lead AVF,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead AVF
10023-0,R' wave duration.lead AVL,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead AVL
10024-8,R' wave duration.lead AVR,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead AVR
1002-5,DBG Ab,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Blood bank,1,DBG Ab [Presence] in Serum or Plasma
10025-5,R' wave duration.lead I,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead I
10026-3,R' wave duration.lead II,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead II
10027-1,R' wave duration.lead III,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead III
10028-9,R' wave duration.lead V1,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V1
10029-7,R' wave duration.lead V2,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V2
10030-5,R' wave duration.lead V3,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V3
10031-3,R' wave duration.lead V4,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V4
10032-1,R' wave duration.lead V5,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V5
1003-3,Indirect antiglobulin test.complement specific reagent,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Blood bank,1,Indirect antiglobulin test.complement specific reagent [Presence] in Serum or Plasma
10033-9,R' wave duration.lead V6,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,R' wave duration in lead V6
10034-7,S wave amplitude.lead AVF,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead AVF
10035-4,S wave amplitude.lead AVL,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead AVL
10036-2,S wave amplitude.lead AVR,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead AVR
10037-0,S wave amplitude.lead I,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead I
10038-8,S wave amplitude.lead II,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead II
10039-6,S wave amplitude.lead III,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead III
10040-4,S wave amplitude.lead V1,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V1
1004-1,Direct antiglobulin test.complement specific reagent,Presence or Threshold,Point in time (spot),Red Blood Cells,Ord,"",Blood bank,1,Direct antiglobulin test.complement specific reagent [Presence] on Red Blood Cells
10041-2,S wave amplitude.lead V2,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V2
10042-0,S wave amplitude.lead V3,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V3
10043-8,S wave amplitude.lead V4,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V4
10044-6,S wave amplitude.lead V5,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V5
10045-3,S wave amplitude.lead V6,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave amplitude in lead V6
10046-1,S wave duration.lead AVF,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead AVF
10047-9,S wave duration.lead AVL,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead AVL
10048-7,S wave duration.lead AVR,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead AVR
10049-5,S wave duration.lead I,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead I
10050-3,S wave duration.lead II,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead II
10051-1,S wave duration.lead III,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead III
10052-9,S wave duration.lead V1,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V1
10053-7,S wave duration.lead V2,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V2
10054-5,S wave duration.lead V3,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V3
10055-2,S wave duration.lead V4,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V4
10056-0,S wave duration.lead V5,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V5
10057-8,S wave duration.lead V6,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S wave duration in lead V6
1005-8,Indirect antiglobulin test.IgG specific reagent,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Blood bank,1,Indirect antiglobulin test.IgG specific reagent [Presence] in Serum or Plasma
10058-6,S' wave amplitude.lead AVF,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead AVF
10059-4,S' wave amplitude.lead AVL,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead AVL
10060-2,S' wave amplitude.lead AVR,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead AVR
10061-0,S' wave amplitude.lead I,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead I
10062-8,S' wave amplitude.lead II,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead II
10063-6,S' wave amplitude.lead III,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead III
10064-4,S' wave amplitude.lead V1,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V1
10065-1,S' wave amplitude.lead V2,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V2
1006-6,Direct antiglobulin test.IgG specific reagent,Impression/interpretation of study,Point in time (spot),Red Blood Cells,Nom,"",Blood bank,1,Direct antiglobulin test.IgG specific reagent [Interpretation] on Red Blood Cells
10066-9,S' wave amplitude.lead V3,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V3
10067-7,S' wave amplitude.lead V4,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V4
10068-5,S' wave amplitude.lead V5,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V5
10069-3,S' wave amplitude.lead V6,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave amplitude in lead V6
10070-1,S' wave duration.lead AVF,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead AVF
10071-9,S' wave duration.lead AVL,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead AVL
10072-7,S' wave duration.lead AVR,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead AVR
10073-5,S' wave duration.lead I,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead I
1007-4,Direct antiglobulin test.polyspecific reagent,Presence or Threshold,Point in time (spot),Red Blood Cells,Ord,"",Blood bank,1,Direct antiglobulin test.polyspecific reagent [Presence] on Red Blood Cells
10074-3,S' wave duration.lead II,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead II
10075-0,S' wave duration.lead III,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead III
10076-8,S' wave duration.lead V1,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V1
10077-6,S' wave duration.lead V2,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V2
10078-4,S' wave duration.lead V3,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V3
10079-2,S' wave duration.lead V4,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V4
100-8,Cefoperazone,Susceptibility (microorganisms),Point in time (spot),Isolate,OrdQn,MIC,Antibiotic susceptibilities,1,Cefoperazone [Susceptibility] by Minimum inhibitory concentration (MIC)
10080-0,S' wave duration.lead V5,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V5
10081-8,S' wave duration.lead V6,Time (e.g. seconds),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,S' wave duration in lead V6
1008-2,Indirect antiglobulin test.polyspecific reagent,Presence or Threshold,Point in time (spot),Serum or Plasma,Ord,"",Blood bank,1,Indirect antiglobulin test.polyspecific reagent [Presence] in Serum or Plasma
10082-6,ST initial amplitude 6 ms.lead AVF,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead AVF
10083-4,ST initial amplitude 6 ms.lead AVL,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead AVL
10084-2,ST initial amplitude 6 ms.lead AVR,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead AVR
10085-9,ST initial amplitude 6 ms.lead I,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead I
10086-7,ST initial amplitude 6 ms.lead II,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead II
10087-5,ST initial amplitude 6 ms.lead III,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead III
10088-3,ST initial amplitude 6 ms.lead V1,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V1
10089-1,ST initial amplitude 6 ms.lead V2,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V2
10201-2,Physical findings,Finding,Point in time (spot),Mouth & Throat & Teeth,Nar,Observed,Physical exam,2,Physical findings of Mouth and Throat and Teeth Narrative
10252-5,Biliary drain site,Anatomy,Point in time (spot),*^Patient,Nom,"",Intake and Output - tube,2,Biliary drain site
10276-4,Peritoneal drain site,Anatomy,Point in time (spot),*^Patient,Nom,"",Intake and Output - tube,2,Peritoneal drain site
10277-2,Stool collection site,Type,Point in time (spot),*^Patient,Nom,"",Intake and Output - tube,2,Stool collection site
10278-0,Subarachnoid drain site,Anatomy,Point in time (spot),*^Patient,Nom,"",Intake and Output - tube,2,Subarachnoid drain site
10339-0,Fluoxetine+Norfluoxetine,Mass Concentration,Point in time (spot),Serum or Plasma,Qn,"",Drug toxicology,1,FLUoxetine+Norfluoxetine [Mass/volume] in Serum or Plasma
10443-0,CD43.T-Cell monocyte+Myeloid cell Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Immune stain,Cell markers,1,CD43 T-cell monocyte+myeloid cell Ag [Presence] in Tissue by Immune stain
10459-6,Alpha-1-Fetoprotein Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Immune stain,Pathology,1,Alpha-1-Fetoprotein Ag [Presence] in Tissue by Immune stain
10461-2,Alpha-1-Antichymotrypsin Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Immune stain,Pathology,1,Alpha-1-Antichymotrypsin Ag [Presence] in Tissue by Immune stain
10467-9,Beta-2-Microglobulin amyloid Ag,Presence or Threshold,Point in time (spot),Tissue and Smears,Ord,Immune stain,Pathology,1,Beta-2-Microglobulin amyloid Ag [Presence] in Tissue by Immune stain
10538-7,Fluoxetine+Norfluoxetine,Mass Concentration,Point in time (spot),Serum or Plasma,Qn,"",Drug toxicology,1,Deprecated Fluoxetine+Norfluoxetine [Mass/volume] in Serum or Plasma
1009-0,Direct antiglobulin test.poly specific reagent,Arbitrary Concentration,Point in time (spot),Red Blood Cells,Ord,"",Blood bank,1,Deprecated Direct antiglobulin test.poly specific reagent [Presence] on Red Blood Cells
10090-9,ST initial amplitude 6 ms.lead V3,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V3
10091-7,ST initial amplitude 6 ms.lead V4,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V4
10092-5,ST initial amplitude 6 ms.lead V5,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V5
10093-3,ST initial amplitude 6 ms.lead V6,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST initial amplitude 6 ms in lead V6
10094-1,ST slope.lead AVF,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead AVF
10095-8,ST slope.lead AVL,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead AVL
10096-6,ST slope.lead AVR,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead AVR
10097-4,ST slope.lead I,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead I
10098-2,ST slope.lead II,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead II
10099-0,ST slope.lead III,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead III
10100-6,ST slope.lead V1,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V1
10101-4,ST slope.lead V2,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V2
10102-2,ST slope.lead V3,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V3
10103-0,ST slope.lead V4,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V4
10104-8,ST slope.lead V5,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V5
10105-5,ST slope.lead V6,Voltage Rate (Amperage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST slope in lead V6
10106-3,ST wave displacement.end.lead AVF,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST wave end displacement in lead AVF
10107-1,ST wave displacement.end.lead AVL,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST wave end displacement in lead AVL
1010-8,E^w Ab,Presence or Threshold,Point in time (spot),Serum or Plasma^BPU,Ord,"",Blood bank,1,E sup(w) Ab [Presence] in Serum or Plasma from Blood product unit
10108-9,ST wave displacement.end.lead AVR,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST wave end displacement in lead AVR
10109-7,ST wave displacement.end.lead I,Electrical Potential (Voltage),Point in time (spot),Heart,Qn,EKG,EKG measurements,2,ST wave end displacement in lead I
